rank,film_title,film_year,overall_rating,language,genre,mpaa_rating,director,actors,plot_summary
928,Hannah and Her Sisters,1986,3.0,English,Comedy/Romance,PG-13,Woody Allen,"Barbara Hershey, Carrie Fisher, Michael Caine, Mia Farrow, Dianne Wiest, Maureen O'Sullivan","A trio of sisters, Hannah, Lee and Holly find their relationships strained over a Thanksgiving holiday as old flames are rekindled and new love arises between husbands and exes."
929,The Salt of the Earth,2015,3.3,English,Documentary/Biography,PG-13,"Juliano Ribeiro Salgado, Wim Wenders","Sebastião Salgado, Wim Wenders, Juliano Ribeiro Salgado, Hugo Barbier, Jacques Barthélémy, Lélia Wanick Salgado",
930,Force Majeure ( Turist ),2014,3.1,Swedish,Drama,R,Ruben Östlund,"Brady Corbet, Kristofer Hivju, Lisa Loven Kongsli, Johannes Kuhnke, Clara Wettergren, Vincent Wettergren",A Swedish family enjoying a trip to the French Alps experiences a shakeup in the family dynamic when an avalanche threatens the resort - and finds the patriarch of the family struggling to regain his position in the eyes of his family.
931,Being John Malkovich,1999,2.9,English,Fantasy/Comedy,R,Spike Jonze,"John Cusack, K.K. Dodds, John Malkovich, Cameron Diaz, Orson Bean, Catherine Keener","A skillful puppeteer finds the perfect puppet when he discovers a portal in his new office on a ""half"" floor.  It leads him literally into the brain of John Malkovich.  He and his discoveree  try make a living off of others interests while his wife becomes jealous."
932,Top Hat,1935,3.0,English,Comedy/Musical,NR,Mark Sandrich,"Fred Astaire, Ginger Rogers, Edward Everett Horton, Erik Rhodes, Eric Blore, Helen Broderick","Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace."
933,About Time,2013,3.0,English,Comedy/Drama,R,Richard Curtis,"Rachel McAdams, Bill Nighy, Tom Hollander, Domhnall Gleeson, Margot Robbie, Lisa Eichhorn","At age 21, Tim Lake is told an incredible secret by his father: all the men in their family have the ability to travel through time. Although he can't change history - he can change his his own fate - and so Tim goes about trying to find the a girlfriend. What seems to be an easy task is anything but - until he finds Mary. Despite some time-travel issues, eventually he gets things right - plans the perfect proposal and marriage - yet even after everything, there are some things you can't fix with time travel."
934,Crimes and Misdemeanors,1989,3.0,English,Comedy/Drama,PG-13,Woody Allen,"Martin Landau, Anjelica Huston, Woody Allen, Alan Alda, Sam Waterston, Claire Bloom","An ophthalmologist is faced with a dilemma when his mistress of many years demands marriage or she will come clean with the affair. But will he choose murder over the destruction of his life? Meanwhile a documentary filmmaker wants to do a piece on a philosophy professor but instead is told to film a portrait of successful TV producer - his brother-in-law Lester, whom he despises."
935,Megamind,2010,2.9,English,Animation/Comedy,PG,Tom McGrath,"Will Ferrell, Tina Fey, Jonah Hill, Brad Pitt, David Cross, Ben Stiller","Nefarious villain Megamind manages to destroy his good-guy rival... then finds life is pretty boring without a foil. He creates a new hero, Titan, to defeat only to have turn evil and threaten the world, meaning Megamind must step up to be the hero for once."
936,Zero Days,2016,3.3,English,Documentary,PG-13,Alex Gibney,"Mahmoud Ahmadinejad, George W. Bush, Hillary Clinton, Mikhail Gorbachev, Ronald Reagan, Nancy Reagan",A documentary examining the origins of the Stuxnet computer malware and the effects it has had on the geopolitical climate.
937,Don't Look Now,1973,3.0,Italian,Drama/Horror,R,Nicolas Roeg,"Julie Christie, Donald Sutherland, Hilary Mason, Clelia Matania, Massimo Serato, Renato Scarpa","The parents of a drowned child go to Venice and experience strange occurrences, including the arrival of what appears to be their dead little girl."
938,La Luna,2012,3.1,English,Animation,G,Enrico Casarosa,Krista Sheffler,"An Italian boy is in charge of ""sweeping"" the moon with the help of his pa and grandfather."
939,Frozen,2013,3.0,English,Animation/Adventure,PG,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Santino Fontana, Alan Tudyk","The kingdom of Arendelle are under a constant eternal winter due to the icy powers of Elsa. But that doesn't deter her sister, Anna, from trying to break the spell. Facing daunting conditions, mystical trolls and one wacky snowman, she will team up with rugged mountain man Kristoff (and his reindeer Sven) in order to save her kingdom."
940,Guess Who's Coming to Dinner,1967,3.0,English,Drama/Romance,PG,Stanley Kramer,"Sidney Poitier, Katharine Houghton, Spencer Tracy, Katharine Hepburn, Cecil Kellaway, Isabel Sanford",A young lady brings home her black finance to parents who are not too keen on interracial relationships.
941,Independence Day,1996,2.8,English,Action/Sci-Fi,PG-13,Roland Emmerich,"Will Smith, Jeff Goldblum, Bill Pullman, Judd Hirsch, Randy Quaid, Mary McDonnell",The world watches as alien ships hover over major cities world-wide - but their intentions are anything but peaceful.
942,"Fist in His Pockets aka Fists in the Pocket ( pugni in tasca, I )",1968,3.3,Italian,Drama,NR,Marco Bellocchio,"Lou Castel, Paola Pitagora, Marino Masé, Liliana Gerace, Stefania Troglio, Jeannie McNeil","A young man suffering from epileptic seizures and paranoia decides to help out Augusto, the only ""normal"" brother in his family, by systematically killing all the other members of his family."
943,The Killing Fields,1984,3.0,English,Drama/Historical,R,Roland Joffé,"Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands, Craig T. Nelson, Spalding Gray",Based on the true story of a photographer in Cambodia during Pol Pot's atrocious killings.
944,Au hasard Balthazar,1970,3.1,French,Drama,NR,Robert Bresson,"Anne Wiazemsky, François Lafarge, Philippe Asselin, Nathalie Joyaut, Walter Green, Jean-Claude Guilbert","We follow the life of Balthazar, a donkey and his owner - who share a parallel life with his owner - from a loving childhood to being downtrodden and beaten later in life. But Balthazar may still end life well, as a miller believes he is the reincarnation of a saint."
945,Mission: Impossible - Rogue Nation,2015,3.0,English,Action/Thriller,PG-13,Christopher McQuarrie,"Tom Cruise, Simon Pegg, Jeremy Renner, Alec Baldwin, Rebecca Ferguson, Ving Rhames","Ethan Hunt and his team face their biggest and most dangerous threat yet - The Syndicate, an international rogue group that are as skilled as they are deadly - and their number one goal is to eliminate the IMF."
946,A Hard Day's Night,1964,3.0,English,Comedy,G,Richard Lester,"John Lennon, Paul McCartney, George Harrison, Ringo Starr, Wilfrid Brambell, Norman Rossington",A day in the life of the Fab Four as they skip from station to station trying to give a slip to adoring fans and get into all sorts of mischief.
947,My Man Godfrey,1936,3.0,English,Comedy/Romance,NR,Gregory La Cava,"Carole Lombard, William Powell, Alice Brady, Pat Flaherty, Gail Patrick, Eugene Pallette","With the Depression in full steam, a rather ditzy socialite picks up a vagrant, Godfrey, and hires him on as the family butler. He struggles with understanding the nutty actions of the idle rich family, even as the butler and socialite fall in love - but the fallout from falling for one of the servants may be too much... but there is more to Godfrey than meets the eye."
948,Donnie Brasco,1997,2.9,English,Crime/Drama,R,Mike Newell,"Al Pacino, Michael Madsen, Johnny Depp, James Russo, Anne Heche, Robert Miano",An under cover agent infiltrates into the life of the mafia men when he realizes that the mob is not so bad after all and begins to think he belongs in the life of the bad and not the good.
949,The Covenant,2023,3.3,English,Action/Crime,R,Guy Ritchie,"Emily Beecham, Jake Gyllenhaal, Antony Starr, Alexander Ludwig, Bobby Schofield, Dar Salim","On his last tour in Afghanistan, Sergeant John Kinley and his team are ambushed leaving Kinley and local interpreter, Ahmed as the only survivors. At great risk, Ahmed carried a wounded Kinley across dangerous terrain and with enemies in pursuit. After recovering at home, Kinley learns that Ahmed and his families Visa has been denied and he returns to the war zone in order to protect the man who saved his life."
950,Y Tu Mama Tambien ( And Your Mother Too ),2002,3.0,Spanish,Drama,R,Alfonso Cuaron,"Diego Luna, Maria Aura, Gael García Bernal, Ana Lopez Mercado, Giselle Audirac, Maribel Verdu","Young friends make a road trip with an older attractive women where they share sex, booze, and life together."
951,Beauty of the Day ( Belle de jour ),1968,3.0,French,Drama,R,Luis Buñuel,"Catherine Deneuve, Jean Sorel, Michel Piccoli, Geneviève Page, Pierre Clémenti, Françoise Fabian",A young housewife who cannot connect intimately with her doctor husband indulges in fantasies and eventually starts working her afternoons as a prostitute.
952,As Good as it Gets,1997,2.9,English,Comedy,R,James L. Brooks,"Jack Nicholson, Helen Hunt, Cuba Gooding Jr., Greg Kinnear, Jill the Dog, Skeet Ulrich","A germaphobe, a waitress and a gay man all share a relationship that turns from hate to friendship through comedic relief."
953,M*A*S*H,1970,2.9,English,Comedy/War,R,Robert Altman,"Donald Sutherland, Sally Kellerman, Robert Duvall, Elliott Gould, Tom Skerritt, Roger Bowen",A group of Medical Officers in Korea during the Korean War try to maintain sanity by doing things that are of a typical American.
954,The Nice Guys,2016,3.0,English,Crime/Mystery,R,Shane Black,"Ryan Gosling, Russell Crowe, Kim Basinger, Matt Bomer, Ty Simpkins, Margaret Qualley","In 1970s LA, a private investigator finds himself in the middle of a conspiracy when he investigates the apparent suicide of a fading porn star."
955,The Place Beyond the Pines,2013,3.0,English,Crime/Drama,R,Derek Cianfrance,"Ryan Gosling, Bradley Cooper, Rose Byrne, Eva Mendes, Ray Liotta, Bruce Greenwood","A daredevil motorcyclist quits his carnival job when he learns a former lover has a son - and he now has a family. In order to provide for them, he takes on a series of bank robberies, putting all his riding skills to good use. But this puts him on a crash course with an ambitious police officer looking for a quick way to rise through the ranks of his corrupt precinct. Over the course of 15 years, the story unfolds, leaving a legacy for their children - who will have to face the consequences of these actions."
956,The Lego Batman Movie,2017,3.1,English,Animation/Comedy,PG,Chris McKay,"Will Arnett, Rosario Dawson, Ralph Fiennes, Michael Cera, Zach Galifianakis, Mariah Carey","Bruce Wayne - rich, powerful, gad-about-town. Batman - vigilante, seeker of justice, deep voice. Dealing with the socialites and criminals of Gotham is hard enough - but what happens when the man/superhero takes on the responsibility of raising an orphaned boy?"
957,Scott Pilgrim vs. The World,2010,2.9,English,Adventure/Comedy,PG-13,Edgar Wright,"Michael Cera, Alison Pill, Kieran Culkin, Mary Elizabeth Winstead, Anna Kendrick, Chris Evans","Scott Pilgram has found the girl of his dreams in the form of Ramona V. Flowers, but before he can get to her he will have to get by her seven evil ex-boyfriends."
958,Captain Blood,1935,3.1,English,Action/Adventure,NR,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Lionel Atwill, Basil Rathbone, Ross Alexander, Guy Kibbee","Dr. Peter Blood is falsely accused of treason and sold into slavery. In Port Royale, the governor's daughter purchases him to spite her father - but when he proves to be a capable doctor, he finds himself in the medical service. But when opportunity presents itself he and his friends take over a Spanish ship and become the most feared pirates on the water."
959,Samsara,2012,3.2,English,Documentary,NR,Ron Fricke,,Five years - 25 countries - from sacred ground to disaster zones - Samsara is a visual experience like no other.
960,"Tenant, The ( locataire, Le )",1976,3.1,French,Thriller/Mystery,R,Roman Polanski,"Roman Polanski, Isabelle Adjani, Melvyn Douglas, Jo Van Fleet, Bernard Fresson, Lila Kedrova","A man searching for the apartment finds the perfect place. One day he starts becoming like the former tenant, even though he had no previous knowledge of him."
961,The Lobster,2016,3.0,English,Comedy/Romance,R,Yorgos Lanthimos,"Léa Seydoux, Rachel Weisz, Colin Farrell, Ben Whishaw, John C. Reilly, Ariane Labed","In a dystopian future, the laws of The City dictate that anyone who is single must enter The Hotel and, if withing 45 days they cannot find a partner to connect with, are turned into beasts and sent off into The Woods."
962,John Wick: Chapter Two,2017,3.0,English,Action,R,Chad Stahelski,"Keanu Reeves, Riccardo Scamarcio, Common, Ruby Rose, Ian McShane, Laurence Fishburne","John Wick wants nothing more than to leave his former life behind but an associate, one he is tied to by blood oath, calls on his help when he puts a plan in motion to take over an international assassins' guild. The call leads him to Rome, where he will square off against some of the world's deadliest assassins and hitmen."
963,The Big Short,2015,3.0,English,Drama,R,Adam McKay,"Ryan Gosling, Christian Bale, Steve Carell, Brad Pitt, Finn Wittrock, John Magaro","As the US approaches an invetable housing and credit meltdown, a group of calculating and unscrupulous men take advantage before the bubble bursts and make millions off the misery that follows."
